"","time","state","county","NAME","SAEMHI_PT","SAEPOVRTALL_PT"
"1093",2016-01-01,"01","041","Crenshaw County",37374,20.5
"1094",2016-01-01,"01","043","Cullman County",41543,14.9
"1095",2016-01-01,"01","045","Dale County",40523,20.6
"1096",2016-01-01,"01","047","Dallas County",30488,35.4
"1097",2016-01-01,"01","049","DeKalb County",37128,20.5
"1098",2016-01-01,"01","051","Elmore County",54553,13.5
"1099",2016-01-01,"01","053","Escambia County",35096,23.3
"1100",2016-01-01,"01","055","Etowah County",40972,17.5
"1101",2016-01-01,"01","057","Fayette County",38403,20.3
"1102",2016-01-01,"01","059","Franklin County",37049,20.1
"1103",2016-01-01,"01","061","Geneva County",36976,20.9
"1104",2016-01-01,"01","063","Greene County",26559,34
"1105",2016-01-01,"01","065","Hale County",35381,23.7
"1106",2016-01-01,"01","067","Henry County",41426,18.7
"1107",2016-01-01,"01","069","Houston County",42910,19.4
"1108",2016-01-01,"01","071","Jackson County",41407,17.5
"1109",2016-01-01,"01","073","Jefferson County",50109,15.3
"1110",2016-01-01,"01","075","Lamar County",38358,18.6
"1111",2016-01-01,"01","077","Lauderdale County",44124,15.2
"1112",2016-01-01,"01","079","Lawrence County",43107,16.8
"1113",2016-01-01,"01","081","Lee County",47749,18.3
"1114",2016-01-01,"01","083","Limestone County",52181,12.8
"1115",2016-01-01,"01","085","Lowndes County",32011,31.7
"1116",2016-01-01,"01","087","Macon County",30681,30
"1117",2016-01-01,"01","089","Madison County",61193,13.5
"1118",2016-01-01,"01","091","Marengo County",34794,25.8
"1119",2016-01-01,"01","093","Marion County",36386,18.5
"1120",2016-01-01,"01","095","Marshall County",42117,21
"1121",2016-01-01,"01","097","Mobile County",45233,19.5
"1122",2016-01-01,"01","099","Monroe County",36639,25.7
"1123",2016-01-01,"01","101","Montgomery County",45111,18.8
"1124",2016-01-01,"01","103","Morgan County",46843,15.8
"1125",2016-01-01,"01","105","Perry County",25221,35
"1126",2016-01-01,"01","107","Pickens County",35968,25.8
"1127",2016-01-01,"01","109","Pike County",35172,25.1
"1128",2016-01-01,"01","111","Randolph County",40283,21.8
"1129",2016-01-01,"01","113","Russell County",38617,19.3
"1130",2016-01-01,"01","115","St. Clair County",57856,12
"1131",2016-01-01,"01","117","Shelby County",74212,7.9
"1132",2016-01-01,"01","119","Sumter County",26814,32.4
"1133",2016-01-01,"01","121","Talladega County",40555,18
"1134",2016-01-01,"01","123","Tallapoosa County",40169,20.2
"1135",2016-01-01,"01","125","Tuscaloosa County",47483,17.6
"1136",2016-01-01,"01","127","Walker County",39511,20.5
"1137",2016-01-01,"01","129","Washington County",37575,18.2
"1138",2016-01-01,"01","131","Wilcox County",24216,31.9
"1139",2016-01-01,"01","133","Winston County",38644,17.3
"1140",2017-01-01,"01","001","Autauga County",58343,13.4
"1141",2017-01-01,"01","003","Baldwin County",56607,10.1
"1142",2017-01-01,"01","005","Barbour County",32490,33.4
"1143",2017-01-01,"01","007","Bibb County",45795,20.2
"1144",2017-01-01,"01","009","Blount County",48253,12.8
"1145",2017-01-01,"01","011","Bullock County",29113,34.4
"1146",2017-01-01,"01","013","Butler County",36842,21.3
"1147",2017-01-01,"01","015","Calhoun County",45937,17.7
"1148",2017-01-01,"01","017","Chambers County",36883,18.2
"1149",2017-01-01,"01","019","Cherokee County",44842,17.2
"1150",2017-01-01,"01","021","Chilton County",46405,16.8
"1151",2017-01-01,"01","023","Choctaw County",36711,23.7
"1152",2017-01-01,"01","025","Clarke County",36719,23.3
"1153",2017-01-01,"01","027","Clay County",39642,18.1
"1154",2017-01-01,"01","029","Cleburne County",45480,16.1
"1155",2017-01-01,"01","031","Coffee County",51998,15.5
"1156",2017-01-01,"01","033","Colbert County",46100,15.4
"1157",2017-01-01,"01","035","Conecuh County",30796,23.7
"1158",2017-01-01,"01","037","Coosa County",42442,17.4
"1159",2017-01-01,"01","039","Covington County",39093,17.7
"1160",2017-01-01,"01","041","Crenshaw County",38419,19.9
"1161",2017-01-01,"01","043","Cullman County",45925,13.8
"1162",2017-01-01,"01","045","Dale County",42572,17.7
"1163",2017-01-01,"01","047","Dallas County",31329,27.9
"1164",2017-01-01,"01","049","DeKalb County",39906,19.5
"1165",2017-01-01,"01","051","Elmore County",59652,12
"1166",2017-01-01,"01","053","Escambia County",37870,23.3
"1167",2017-01-01,"01","055","Etowah County",41791,18.1
"1168",2017-01-01,"01","057","Fayette County",39394,19.4
"1169",2017-01-01,"01","059","Franklin County",41025,20.5
"1170",2017-01-01,"01","061","Geneva County",38561,21.7
"1171",2017-01-01,"01","063","Greene County",28108,33.2
"1172",2017-01-01,"01","065","Hale County",34905,25.1
"1173",2017-01-01,"01","067","Henry County",48094,17
"1174",2017-01-01,"01","069","Houston County",44753,16.6
"1175",2017-01-01,"01","071","Jackson County",42658,16.6
"1176",2017-01-01,"01","073","Jefferson County",50731,16.7
"1177",2017-01-01,"01","075","Lamar County",39796,18.7
"1178",2017-01-01,"01","077","Lauderdale County",46646,13.7
"1179",2017-01-01,"01","079","Lawrence County",42912,16.8
"1180",2017-01-01,"01","081","Lee County",51372,17.8
"1181",2017-01-01,"01","083","Limestone County",57342,11.9
"1182",2017-01-01,"01","085","Lowndes County",33130,25.9
"1183",2017-01-01,"01","087","Macon County",30849,30.6
"1184",2017-01-01,"01","089","Madison County",62750,12.8
"1185",2017-01-01,"01","091","Marengo County",37469,22.8
"1186",2017-01-01,"01","093","Marion County",38049,19.3
"1187",2017-01-01,"01","095","Marshall County",42751,20.1
"1188",2017-01-01,"01","097","Mobile County",45615,19.7
"1189",2017-01-01,"01","099","Monroe County",36432,23.8
"1190",2017-01-01,"01","101","Montgomery County",45833,21.3
"1191",2017-01-01,"01","103","Morgan County",49274,14.8
"1192",2017-01-01,"01","105","Perry County",26703,37.2
"1193",2017-01-01,"01","107","Pickens County",38379,22.3
"1194",2017-01-01,"01","109","Pike County",40680,27.7
"1195",2017-01-01,"01","111","Randolph County",41112,17
"1196",2017-01-01,"01","113","Russell County",36186,23.2
"1197",2017-01-01,"01","115","St. Clair County",52755,13.5
"1198",2017-01-01,"01","117","Shelby County",74098,7.4
"1199",2017-01-01,"01","119","Sumter County",26495,35.9
"1200",2017-01-01,"01","121","Talladega County",41733,18.3
"1201",2017-01-01,"01","123","Tallapoosa County",44469,18.3
"1202",2017-01-01,"01","125","Tuscaloosa County",51644,15.9
"1203",2017-01-01,"01","127","Walker County",41925,17.4
"1204",2017-01-01,"01","129","Washington County",44249,20.2
"1205",2017-01-01,"01","131","Wilcox County",25700,32
"1206",2017-01-01,"01","133","Winston County",38562,21.3
"1207",2018-01-01,"01","001","Autauga County",59338,13.8
"1208",2018-01-01,"01","003","Baldwin County",57588,9.8
"1209",2018-01-01,"01","005","Barbour County",34382,30.9
"1210",2018-01-01,"01","007","Bibb County",46064,21.8
"1211",2018-01-01,"01","009","Blount County",50412,13.2
"1212",2018-01-01,"01","011","Bullock County",29267,42.5
"1213",2018-01-01,"01","013","Butler County",37365,24.5
"1214",2018-01-01,"01","015","Calhoun County",45400,19.5
"1215",2018-01-01,"01","017","Chambers County",39917,18.7
"1216",2018-01-01,"01","019","Cherokee County",42132,16.3
"1217",2018-01-01,"01","021","Chilton County",47547,17.3
"1218",2018-01-01,"01","023","Choctaw County",39907,22.1
"1219",2018-01-01,"01","025","Clarke County",40741,22.8
"1220",2018-01-01,"01","027","Clay County",39201,17.6
"1221",2018-01-01,"01","029","Cleburne County",46495,16
"1222",2018-01-01,"01","031","Coffee County",55122,13.8
"1223",2018-01-01,"01","033","Colbert County",49055,13.8
"1224",2018-01-01,"01","035","Conecuh County",32613,24.4
"1225",2018-01-01,"01","037","Coosa County",42423,18.9
"1226",2018-01-01,"01","039","Covington County",40203,19.9
"1227",2018-01-01,"01","041","Crenshaw County",39057,19.5
"1228",2018-01-01,"01","043","Cullman County",45796,14.5
"1229",2018-01-01,"01","045","Dale County",45309,16.2
"1230",2018-01-01,"01","047","Dallas County",34035,31.4
"1231",2018-01-01,"01","049","DeKalb County",39491,21.3
"1232",2018-01-01,"01","051","Elmore County",60367,11.2
"1233",2018-01-01,"01","053","Escambia County",38418,23.6
"1234",2018-01-01,"01","055","Etowah County",44903,17.5
"1235",2018-01-01,"01","057","Fayette County",39254,23.5
"1236",2018-01-01,"01","059","Franklin County",39388,19.2
"1237",2018-01-01,"01","061","Geneva County",37823,21.3
"1238",2018-01-01,"01","063","Greene County",28524,30.1
"1239",2018-01-01,"01","065","Hale County",34724,25.6
"1240",2018-01-01,"01","067","Henry County",46027,17.9
"1241",2018-01-01,"01","069","Houston County",47993,16.5
"1242",2018-01-01,"01","071","Jackson County",41929,19.7
"1243",2018-01-01,"01","073","Jefferson County",55013,16.1
"1244",2018-01-01,"01","075","Lamar County",40936,17.4
"1245",2018-01-01,"01","077","Lauderdale County",48707,14
"1246",2018-01-01,"01","079","Lawrence County",43909,19.3
"1247",2018-01-01,"01","081","Lee County",48937,19
"1248",2018-01-01,"01","083","Limestone County",64863,11.4
"1249",2018-01-01,"01","085","Lowndes County",33973,25.1
"1250",2018-01-01,"01","087","Macon County",32495,30.2
"1251",2018-01-01,"01","089","Madison County",63755,11.9
"1252",2018-01-01,"01","091","Marengo County",37733,24
"1253",2018-01-01,"01","093","Marion County",37887,20.2
"1254",2018-01-01,"01","095","Marshall County",46233,18.3
"1255",2018-01-01,"01","097","Mobile County",43598,20.8
"1256",2018-01-01,"01","099","Monroe County",39556,21.9
"1257",2018-01-01,"01","101","Montgomery County",49640,20.1
"1258",2018-01-01,"01","103","Morgan County",52797,13.2
"1259",2018-01-01,"01","105","Perry County",26814,35.3
"1260",2018-01-01,"01","107","Pickens County",37586,23.1
"1261",2018-01-01,"01","109","Pike County",37259,23.6
"1262",2018-01-01,"01","111","Randolph County",40546,19.7
"1263",2018-01-01,"01","113","Russell County",39104,21.7
"1264",2018-01-01,"01","115","St. Clair County",57284,12
"1265",2018-01-01,"01","117","Shelby County",75663,8
"1266",2018-01-01,"01","119","Sumter County",27859,34.7
"1267",2018-01-01,"01","121","Talladega County",41630,19.3
"1268",2018-01-01,"01","123","Tallapoosa County",42205,19.7
"1269",2018-01-01,"01","125","Tuscaloosa County",52557,16.8
"1270",2018-01-01,"01","127","Walker County",45434,17.9
"1271",2018-01-01,"01","129","Washington County",44424,17.6
"1272",2018-01-01,"01","131","Wilcox County",25385,33.4
"1273",2018-01-01,"01","133","Winston County",41156,18.6
"1274",2000-01-01,"22","001","Acadia Parish",28022,19.6
"1275",2000-01-01,"22","003","Allen Parish",28385,21.4
"1276",2000-01-01,"22","005","Ascension Parish",45398,10.5
"1277",2000-01-01,"22","007","Assumption Parish",31923,18.4
"1278",2000-01-01,"22","009","Avoyelles Parish",24925,23.6
"1279",2000-01-01,"22","011","Beauregard Parish",33830,14.9
"1280",2000-01-01,"22","013","Bienville Parish",24861,22.1
"1281",2000-01-01,"22","015","Bossier Parish",39570,11.9
"1282",2000-01-01,"22","017","Caddo Parish",32265,18.9
"1283",2000-01-01,"22","019","Calcasieu Parish",36307,14.1
"1284",2000-01-01,"22","021","Caldwell Parish",27411,19.2
"1285",2000-01-01,"22","023","Cameron Parish",36018,11.3
"1286",2000-01-01,"22","025","Catahoula Parish",23738,24.9
"1287",2000-01-01,"22","027","Claiborne Parish",26100,23.8
"1288",2000-01-01,"22","029","Concordia Parish",23865,24.5
"1289",2000-01-01,"22","031","De Soto Parish",29004,20.4
"1290",2000-01-01,"22","033","East Baton Rouge Parish",37943,14.8
"1291",2000-01-01,"22","035","East Carroll Parish",20566,39.9
"1292",2000-01-01,"22","037","East Feliciana Parish",31307,18.6
"1293",2000-01-01,"22","039","Evangeline Parish",22405,25.4
"1294",2000-01-01,"22","041","Franklin Parish",23698,26.1
"1295",2000-01-01,"22","043","Grant Parish",30757,18.2
"1296",2000-01-01,"22","045","Iberia Parish",32019,18.9
"1297",2000-01-01,"22","047","Iberville Parish",29869,20.4
"1298",2000-01-01,"22","049","Jackson Parish",29901,16.9
"1299",2000-01-01,"22","051","Jefferson Parish",37695,13.5
"1300",2000-01-01,"22","053","Jefferson Davis Parish",29083,18
"1301",2000-01-01,"22","055","Lafayette Parish",37673,14.3
"1302",2000-01-01,"22","057","Lafourche Parish",36058,14
"1303",2000-01-01,"22","059","La Salle Parish",29359,16.4
"1304",2000-01-01,"22","061","Lincoln Parish",28493,20.5
"1305",2000-01-01,"22","063","Livingston Parish",40277,11.4
"1306",2000-01-01,"22","065","Madison Parish",21277,30.9
"1307",2000-01-01,"22","067","Morehouse Parish",25795,23.5
"1308",2000-01-01,"22","069","Natchitoches Parish",26809,22
"1309",2000-01-01,"22","071","Orleans Parish",27788,24.8
"1310",2000-01-01,"22","073","Ouachita Parish",31808,18.4
"1311",2000-01-01,"22","075","Plaquemines Parish",37305,15.4
"1312",2000-01-01,"22","077","Pointe Coupee Parish",31675,18
"1313",2000-01-01,"22","079","Rapides Parish",30636,18.5
"1314",2000-01-01,"22","081","Red River Parish",24249,24.4
"1315",2000-01-01,"22","083","Richland Parish",24238,25.6
"1316",2000-01-01,"22","085","Sabine Parish",28150,18.7
"1317",2000-01-01,"22","087","St. Bernard Parish",35711,13
"1318",2000-01-01,"22","089","St. Charles Parish",45786,11.6
"1319",2000-01-01,"22","091","St. Helena Parish",26649,22.8
"1320",2000-01-01,"22","093","St. James Parish",35465,16.3
"1321",2000-01-01,"22","095","St. John the Baptist Parish",38674,15.8
"1322",2000-01-01,"22","097","St. Landry Parish",23952,23.5
"1323",2000-01-01,"22","099","St. Martin Parish",30935,18.4
"1324",2000-01-01,"22","101","St. Mary Parish",29797,19.8
"1325",2000-01-01,"22","103","St. Tammany Parish",50376,10.1
"1326",2000-01-01,"22","105","Tangipahoa Parish",29332,21.1
"1327",2000-01-01,"22","107","Tensas Parish",20635,33.1
"1328",2000-01-01,"22","109","Terrebonne Parish",36050,15.9
"1329",2000-01-01,"22","111","Union Parish",29788,16.8
"1330",2000-01-01,"22","113","Vermilion Parish",30415,17.5
"1331",2000-01-01,"22","115","Vernon Parish",32768,12.7
"1332",2000-01-01,"22","117","Washington Parish",25052,23
"1333",2000-01-01,"22","119","Webster Parish",29338,17.1
"1334",2000-01-01,"22","121","West Baton Rouge Parish",37574,14
"1335",2000-01-01,"22","123","West Carroll Parish",25368,22.7
"1336",2000-01-01,"22","125","West Feliciana Parish",38779,19.3
"1337",2000-01-01,"22","127","Winn Parish",26100,22.5
"1338",2001-01-01,"22","001","Acadia Parish",27934,19.9
"1339",2001-01-01,"22","003","Allen Parish",27547,23.6
"1340",2001-01-01,"22","005","Ascension Parish",44933,10.9
"1341",2001-01-01,"22","007","Assumption Parish",32175,18.7
"1342",2001-01-01,"22","009","Avoyelles Parish",24357,24.6
"1343",2001-01-01,"22","011","Beauregard Parish",33343,15.9
"1344",2001-01-01,"22","013","Bienville Parish",24486,21.5
"1345",2001-01-01,"22","015","Bossier Parish",38360,12.5
"1346",2001-01-01,"22","017","Caddo Parish",31538,19.6
"1347",2001-01-01,"22","019","Calcasieu Parish",35440,15.3
"1348",2001-01-01,"22","021","Caldwell Parish",26703,20.7
"1349",2001-01-01,"22","023","Cameron Parish",35925,12.9
"1350",2001-01-01,"22","025","Catahoula Parish",23084,25.5
"1351",2001-01-01,"22","027","Claiborne Parish",25803,24.4
"1352",2001-01-01,"22","029","Concordia Parish",23247,26.1
"1353",2001-01-01,"22","031","De Soto Parish",28611,19.8
"1354",2001-01-01,"22","033","East Baton Rouge Parish",37185,16.3
"1355",2001-01-01,"22","035","East Carroll Parish",19760,43
"1356",2001-01-01,"22","037","East Feliciana Parish",30355,19.1
"1357",2001-01-01,"22","039","Evangeline Parish",22168,25.4
"1358",2001-01-01,"22","041","Franklin Parish",22964,27.6
"1359",2001-01-01,"22","043","Grant Parish",30198,18.5
"1360",2001-01-01,"22","045","Iberia Parish",31677,19
"1361",2001-01-01,"22","047","Iberville Parish",28999,21.1
"1362",2001-01-01,"22","049","Jackson Parish",29431,17
"1363",2001-01-01,"22","051","Jefferson Parish",37101,15
"1364",2001-01-01,"22","053","Jefferson Davis Parish",29087,17.7
"1365",2001-01-01,"22","055","Lafayette Parish",37390,15
"1366",2001-01-01,"22","057","Lafourche Parish",35994,14.7
"1367",2001-01-01,"22","059","La Salle Parish",29170,17.5
"1368",2001-01-01,"22","061","Lincoln Parish",27671,22
"1369",2001-01-01,"22","063","Livingston Parish",39347,12.1
"1370",2001-01-01,"22","065","Madison Parish",20687,33.8
"1371",2001-01-01,"22","067","Morehouse Parish",25031,24.5
"1372",2001-01-01,"22","069","Natchitoches Parish",26139,23.6
"1373",2001-01-01,"22","071","Orleans Parish",26844,26.7
"1374",2001-01-01,"22","073","Ouachita Parish",31360,19.6
"1375",2001-01-01,"22","075","Plaquemines Parish",36503,15.9
"1376",2001-01-01,"22","077","Pointe Coupee Parish",31000,18.1
"1377",2001-01-01,"22","079","Rapides Parish",29742,19.2
"1378",2001-01-01,"22","081","Red River Parish",23460,24.4
"1379",2001-01-01,"22","083","Richland Parish",23603,26.3
"1380",2001-01-01,"22","085","Sabine Parish",28005,19
"1381",2001-01-01,"22","087","St. Bernard Parish",35154,14.1
"1382",2001-01-01,"22","089","St. Charles Parish",44747,12.2
"1383",2001-01-01,"22","091","St. Helena Parish",26665,21.8
"1384",2001-01-01,"22","093","St. James Parish",34490,16.4
"1385",2001-01-01,"22","095","St. John the Baptist Parish",37798,16.5
"1386",2001-01-01,"22","097","St. Landry Parish",23620,24.2
"1387",2001-01-01,"22","099","St. Martin Parish",30257,19.7
"1388",2001-01-01,"22","101","St. Mary Parish",29720,19.8
"1389",2001-01-01,"22","103","St. Tammany Parish",49414,11
"1390",2001-01-01,"22","105","Tangipahoa Parish",28373,22.6
"1391",2001-01-01,"22","107","Tensas Parish",20118,34
"1392",2001-01-01,"22","109","Terrebonne Parish",35430,16.1
"1393",2001-01-01,"22","111","Union Parish",29217,18.1
"1394",2001-01-01,"22","113","Vermilion Parish",30179,17.8
"1395",2001-01-01,"22","115","Vernon Parish",32923,13.6
"1396",2001-01-01,"22","117","Washington Parish",24320,24.5
"1397",2001-01-01,"22","119","Webster Parish",28560,18.2
"1398",2001-01-01,"22","121","West Baton Rouge Parish",36785,14.1
"1399",2001-01-01,"22","123","West Carroll Parish",25209,22.4
"1400",2001-01-01,"22","125","West Feliciana Parish",37468,22
"1401",2001-01-01,"22","127","Winn Parish",25342,25
"1402",2002-01-01,"22","001","Acadia Parish",28226,19.3
"1403",2002-01-01,"22","003","Allen Parish",27813,22.6
"1404",2002-01-01,"22","005","Ascension Parish",46214,10.4
"1405",2002-01-01,"22","007","Assumption Parish",33392,17.6
"1406",2002-01-01,"22","009","Avoyelles Parish",24422,24
"1407",2002-01-01,"22","011","Beauregard Parish",33535,15.3
"1408",2002-01-01,"22","013","Bienville Parish",24722,20.6
"1409",2002-01-01,"22","015","Bossier Parish",38666,12.5
"1410",2002-01-01,"22","017","Caddo Parish",31235,19.6
"1411",2002-01-01,"22","019","Calcasieu Parish",35281,15.4
"1412",2002-01-01,"22","021","Caldwell Parish",27104,19.6
"1413",2002-01-01,"22","023","Cameron Parish",35431,11.9
"1414",2002-01-01,"22","025","Catahoula Parish",22896,24.6
"1415",2002-01-01,"22","027","Claiborne Parish",25980,23.4
"1416",2002-01-01,"22","029","Concordia Parish",23180,24.9
"1417",2002-01-01,"22","031","De Soto Parish",28554,19.1
"1418",2002-01-01,"22","033","East Baton Rouge Parish",36877,16.6
"1419",2002-01-01,"22","035","East Carroll Parish",19008,40.7
"1420",2002-01-01,"22","037","East Feliciana Parish",30722,17.5
"1421",2002-01-01,"22","039","Evangeline Parish",22691,25.2
"1422",2002-01-01,"22","041","Franklin Parish",22698,26.5
"1423",2002-01-01,"22","043","Grant Parish",30667,17.4
"1424",2002-01-01,"22","045","Iberia Parish",31590,19.1
"1425",2002-01-01,"22","047","Iberville Parish",29237,20.3
"1426",2002-01-01,"22","049","Jackson Parish",29903,16.1
"1427",2002-01-01,"22","051","Jefferson Parish",37317,15.6
"1428",2002-01-01,"22","053","Jefferson Davis Parish",29061,17.3
"1429",2002-01-01,"22","055","Lafayette Parish",38068,14.9
"1430",2002-01-01,"22","057","Lafourche Parish",36909,14.8
"1431",2002-01-01,"22","059","La Salle Parish",29602,17.6
"1432",2002-01-01,"22","061","Lincoln Parish",27687,21.5
"1433",2002-01-01,"22","063","Livingston Parish",40210,12
"1434",2002-01-01,"22","065","Madison Parish",20870,32.8
"1435",2002-01-01,"22","067","Morehouse Parish",24957,23.7
"1436",2002-01-01,"22","069","Natchitoches Parish",26139,22.9
"1437",2002-01-01,"22","071","Orleans Parish",26711,26.9
"1438",2002-01-01,"22","073","Ouachita Parish",31757,18.9
"1439",2002-01-01,"22","075","Plaquemines Parish",36925,15
"1440",2002-01-01,"22","077","Pointe Coupee Parish",30808,17.3
"1441",2002-01-01,"22","079","Rapides Parish",30468,18.7
"1442",2002-01-01,"22","081","Red River Parish",23517,22.7
"1443",2002-01-01,"22","083","Richland Parish",23652,24.9
"1444",2002-01-01,"22","085","Sabine Parish",28265,18.4
"1445",2002-01-01,"22","087","St. Bernard Parish",35150,14.1
"1446",2002-01-01,"22","089","St. Charles Parish",44813,11.6
"1447",2002-01-01,"22","091","St. Helena Parish",27316,19.8
"1448",2002-01-01,"22","093","St. James Parish",34765,15.4
"1449",2002-01-01,"22","095","St. John the Baptist Parish",37885,15.6
"1450",2002-01-01,"22","097","St. Landry Parish",24405,23.4
"1451",2002-01-01,"22","099","St. Martin Parish",29833,20
"1452",2002-01-01,"22","101","St. Mary Parish",30195,19.3
"1453",2002-01-01,"22","103","St. Tammany Parish",50415,10.4
"1454",2002-01-01,"22","105","Tangipahoa Parish",28684,22.3
"1455",2002-01-01,"22","107","Tensas Parish",18931,33.3
"1456",2002-01-01,"22","109","Terrebonne Parish",36111,16.3
"1457",2002-01-01,"22","111","Union Parish",29182,17.4
"1458",2002-01-01,"22","113","Vermilion Parish",30153,17.9
"1459",2002-01-01,"22","115","Vernon Parish",33739,13.3
"1460",2002-01-01,"22","117","Washington Parish",24190,24.1
"1461",2002-01-01,"22","119","Webster Parish",28651,17.9
"1462",2002-01-01,"22","121","West Baton Rouge Parish",36456,13.8
"1463",2002-01-01,"22","123","West Carroll Parish",25284,20.9
"1464",2002-01-01,"22","125","West Feliciana Parish",37037,21.2
"1465",2002-01-01,"22","127","Winn Parish",25484,23.5
"1466",2003-01-01,"22","001","Acadia Parish",29671,20
"1467",2003-01-01,"22","003","Allen Parish",28552,20.5
"1468",2003-01-01,"22","005","Ascension Parish",47959,11.4
"1469",2003-01-01,"22","007","Assumption Parish",35296,18
"1470",2003-01-01,"22","009","Avoyelles Parish",25490,23.1
"1471",2003-01-01,"22","011","Beauregard Parish",34447,15.3
"1472",2003-01-01,"22","013","Bienville Parish",25695,20.6
"1473",2003-01-01,"22","015","Bossier Parish",40631,13.4
"1474",2003-01-01,"22","017","Caddo Parish",32652,19.7
"1475",2003-01-01,"22","019","Calcasieu Parish",36646,16.3
"1476",2003-01-01,"22","021","Caldwell Parish",27934,19
"1477",2003-01-01,"22","023","Cameron Parish",36132,11.8
"1478",2003-01-01,"22","025","Catahoula Parish",24456,22.4
"1479",2003-01-01,"22","027","Claiborne Parish",26888,22.4
"1480",2003-01-01,"22","029","Concordia Parish",24480,24
"1481",2003-01-01,"22","031","De Soto Parish",29875,19.2
"1482",2003-01-01,"22","033","East Baton Rouge Parish",37297,16.5
"1483",2003-01-01,"22","035","East Carroll Parish",20412,34.2
"1484",2003-01-01,"22","037","East Feliciana Parish",31345,17.7
"1485",2003-01-01,"22","039","Evangeline Parish",23688,24.3
"1486",2003-01-01,"22","041","Franklin Parish",24275,24.3
"1487",2003-01-01,"22","043","Grant Parish",31367,18.2
"1488",2003-01-01,"22","045","Iberia Parish",33060,19.7
"1489",2003-01-01,"22","047","Iberville Parish",30240,20.5
"1490",2003-01-01,"22","049","Jackson Parish",30774,16.9
"1491",2003-01-01,"22","051","Jefferson Parish",38077,15.7
"1492",2003-01-01,"22","053","Jefferson Davis Parish",30561,17.6
"1493",2003-01-01,"22","055","Lafayette Parish",39095,15.6
"1494",2003-01-01,"22","057","Lafourche Parish",38360,15.3
"1495",2003-01-01,"22","059","La Salle Parish",30556,17.4
"1496",2003-01-01,"22","061","Lincoln Parish",28453,21.2
"1497",2003-01-01,"22","063","Livingston Parish",42006,11.9
"1498",2003-01-01,"22","065","Madison Parish",22559,28.6
"1499",2003-01-01,"22","067","Morehouse Parish",26302,23.3
"1500",2003-01-01,"22","069","Natchitoches Parish",27364,22.2
"1501",2003-01-01,"22","071","Orleans Parish",27478,25.5
"1502",2003-01-01,"22","073","Ouachita Parish",32808,19.6
"1503",2003-01-01,"22","075","Plaquemines Parish",38343,15.3
"1504",2003-01-01,"22","077","Pointe Coupee Parish",31886,18.6
"1505",2003-01-01,"22","079","Rapides Parish",31715,19.2
"1506",2003-01-01,"22","081","Red River Parish",24294,22.5
"1507",2003-01-01,"22","083","Richland Parish",24962,23.5
"1508",2003-01-01,"22","085","Sabine Parish",29623,18
"1509",2003-01-01,"22","087","St. Bernard Parish",36208,14.2
"1510",2003-01-01,"22","089","St. Charles Parish",45492,12.5
"1511",2003-01-01,"22","091","St. Helena Parish",29026,21.4
"1512",2003-01-01,"22","093","St. James Parish",36353,16
"1513",2003-01-01,"22","095","St. John the Baptist Parish",39034,15.7
"1514",2003-01-01,"22","097","St. Landry Parish",25659,22.9
"1515",2003-01-01,"22","099","St. Martin Parish",31020,20.1
"1516",2003-01-01,"22","101","St. Mary Parish",31514,20.2
"1517",2003-01-01,"22","103","St. Tammany Parish",51251,10.5
"1518",2003-01-01,"22","105","Tangipahoa Parish",30050,20.8
"1519",2003-01-01,"22","107","Tensas Parish",21388,28.8
"1520",2003-01-01,"22","109","Terrebonne Parish",37431,16.8
"1521",2003-01-01,"22","111","Union Parish",29730,17.5
"1522",2003-01-01,"22","113","Vermilion Parish",31685,18.4
"1523",2003-01-01,"22","115","Vernon Parish",33708,15.2
"1524",2003-01-01,"22","117","Washington Parish",25155,23.3
"1525",2003-01-01,"22","119","Webster Parish",29536,18
"1526",2003-01-01,"22","121","West Baton Rouge Parish",36698,15.5
"1527",2003-01-01,"22","123","West Carroll Parish",26541,19
"1528",2003-01-01,"22","125","West Feliciana Parish",37119,18.5
"1529",2003-01-01,"22","127","Winn Parish",26626,21.1
"1530",2004-01-01,"22","001","Acadia Parish",30040,21
"1531",2004-01-01,"22","003","Allen Parish",29067,22
"1532",2004-01-01,"22","005","Ascension Parish",48789,12
"1533",2004-01-01,"22","007","Assumption Parish",34781,19.3
"1534",2004-01-01,"22","009","Avoyelles Parish",25915,24.8
"1535",2004-01-01,"22","011","Beauregard Parish",35372,16.3
"1536",2004-01-01,"22","013","Bienville Parish",26320,22.5
"1537",2004-01-01,"22","015","Bossier Parish",42141,14.4
"1538",2004-01-01,"22","017","Caddo Parish",33190,20.5
"1539",2004-01-01,"22","019","Calcasieu Parish",36772,17.4
"1540",2004-01-01,"22","021","Caldwell Parish",29227,20.6
"1541",2004-01-01,"22","023","Cameron Parish",36126,12.9
"1542",2004-01-01,"22","025","Catahoula Parish",24201,24.5
"1543",2004-01-01,"22","027","Claiborne Parish",27859,23.9
"1544",2004-01-01,"22","029","Concordia Parish",25033,25.6
"1545",2004-01-01,"22","031","De Soto Parish",30883,19.5
"1546",2004-01-01,"22","033","East Baton Rouge Parish",37262,18
"1547",2004-01-01,"22","035","East Carroll Parish",20622,36
"1548",2004-01-01,"22","037","East Feliciana Parish",31995,19.3
"1549",2004-01-01,"22","039","Evangeline Parish",24220,26
"1550",2004-01-01,"22","041","Franklin Parish",25046,24.8
