"","state","county","time","EmpS","EarnS"
"1","01","001",2001-04-01,10113,2274
"2","01","001",2001-07-01,9977,2243
"3","01","001",2001-10-01,10406,2370
"4","01","001",2002-01-01,10616,2279
"5","01","001",2002-04-01,10615,2309
"6","01","001",2002-07-01,10374,2261
"7","01","001",2002-10-01,10782,2346
"8","01","001",2003-01-01,10131,2342
"9","01","001",2003-04-01,10070,2357
"10","01","001",2003-07-01,9851,2322
"11","01","001",2003-10-01,10321,2441
"12","01","001",2004-01-01,9556,2372
"13","01","001",2004-04-01,9594,2433
"14","01","001",2004-07-01,9241,2443
"15","01","001",2004-10-01,10005,2564
"16","01","001",2005-01-01,10131,2399
"17","01","001",2005-04-01,10085,2442
"18","01","001",2005-07-01,9615,2562
"19","01","001",2005-10-01,10239,2542
"20","01","001",2006-01-01,10036,2607
"21","01","001",2006-04-01,9921,2550
"22","01","001",2006-07-01,9569,2605
"23","01","001",2006-10-01,10039,2665
"24","01","001",2007-01-01,10016,2730
"25","01","001",2007-04-01,10045,2643
"26","01","001",2007-07-01,9804,2690
"27","01","001",2007-10-01,10250,2764
"28","01","001",2008-01-01,10030,2850
"29","01","001",2008-04-01,10131,2742
"30","01","001",2008-07-01,9752,2861
"31","01","001",2008-10-01,10134,2926
"32","01","001",2009-01-01,9902,2752
"33","01","001",2009-04-01,9864,2744
"34","01","001",2009-07-01,9471,2833
"35","01","001",2009-10-01,9826,2992
"36","01","001",2010-01-01,9845,2734
"37","01","001",2010-04-01,9815,2778
"38","01","001",2010-07-01,9519,2902
"39","01","001",2010-10-01,9915,3061
"40","01","001",2011-01-01,9762,2812
"41","01","001",2011-04-01,9904,2877
"42","01","001",2011-07-01,9428,2946
"43","01","001",2011-10-01,9726,3130
"44","01","001",2012-01-01,9558,2988
"45","01","001",2012-04-01,9576,3037
"46","01","001",2012-07-01,9297,2932
"47","01","001",2012-10-01,9693,3167
"48","01","001",2013-01-01,9611,2962
"49","01","001",2013-04-01,9662,3061
"50","01","001",2013-07-01,9419,2913
"51","01","001",2013-10-01,9852,3122
"52","01","001",2014-01-01,9921,2987
"53","01","001",2014-04-01,9714,2968
"54","01","001",2014-07-01,9478,2976
"55","01","001",2014-10-01,10006,3233
"56","01","001",2015-01-01,9963,3066
"57","01","001",2015-04-01,9910,3161
"58","01","001",2015-07-01,9712,3061
"59","01","001",2015-10-01,10247,3366
"60","01","001",2016-01-01,10254,3119
"61","01","001",2016-04-01,10236,3206
"62","01","001",2016-07-01,9879,3327
"63","01","001",2016-10-01,10435,3308
"64","01","001",2017-01-01,10421,3373
"65","01","001",2017-04-01,10495,3254
"66","01","001",2017-07-01,10336,3312
"67","01","001",2017-10-01,10802,3384
"68","01","001",2018-01-01,10625,3506
"69","01","001",2018-04-01,10648,3336
"70","01","001",2018-07-01,10355,3430
"71","01","001",2018-10-01,10843,3523
"72","01","001",2019-01-01,10842,3618
"73","01","003",2001-04-01,42181,2145
"74","01","003",2001-07-01,42019,2168
"75","01","003",2001-10-01,41876,2247
"76","01","003",2002-01-01,40832,2186
"77","01","003",2002-04-01,41830,2212
"78","01","003",2002-07-01,41428,2239
"79","01","003",2002-10-01,42059,2328
"80","01","003",2003-01-01,41391,2250
"81","01","003",2003-04-01,42379,2286
"82","01","003",2003-07-01,42129,2317
"83","01","003",2003-10-01,43349,2414
"84","01","003",2004-01-01,43401,2307
"85","01","003",2004-04-01,45155,2351
"86","01","003",2004-07-01,44055,2417
"87","01","003",2004-10-01,43665,2651
"88","01","003",2005-01-01,44964,2386
"89","01","003",2005-04-01,46523,2505
"90","01","003",2005-07-01,45950,2602
"91","01","003",2005-10-01,47248,2702
"92","01","003",2006-01-01,47355,2615
"93","01","003",2006-04-01,48502,2664
"94","01","003",2006-07-01,48869,2663
"95","01","003",2006-10-01,50493,2763
"96","01","003",2007-01-01,50159,2668
"97","01","003",2007-04-01,51222,2728
"98","01","003",2007-07-01,51275,2730
"99","01","003",2007-10-01,52099,2822
"100","01","003",2008-01-01,51188,2720
"101","01","003",2008-04-01,52673,2774
"102","01","003",2008-07-01,51834,2771
"103","01","003",2008-10-01,52154,2878
"104","01","003",2009-01-01,50329,2667
"105","01","003",2009-04-01,51566,2732
"106","01","003",2009-07-01,50859,2745
"107","01","003",2009-10-01,50237,2888
"108","01","003",2010-01-01,49309,2637
"109","01","003",2010-04-01,50284,2792
"110","01","003",2010-07-01,49611,2802
"111","01","003",2010-10-01,50466,2935
"112","01","003",2011-01-01,49741,2708
"113","01","003",2011-04-01,51789,2805
"114","01","003",2011-07-01,51071,2924
"115","01","003",2011-10-01,51356,2871
"116","01","003",2012-01-01,50145,2859
"117","01","003",2012-04-01,52195,2836
"118","01","003",2012-07-01,52199,2849
"119","01","003",2012-10-01,52831,2926
"120","01","003",2013-01-01,51561,2868
"121","01","003",2013-04-01,53669,2882
"122","01","003",2013-07-01,53397,2927
"123","01","003",2013-10-01,54295,2976
"124","01","003",2014-01-01,53422,2877
"125","01","003",2014-04-01,55398,2915
"126","01","003",2014-07-01,54797,2972
"127","01","003",2014-10-01,56141,3064
"128","01","003",2015-01-01,55410,2896
"129","01","003",2015-04-01,57396,2992
"130","01","003",2015-07-01,57403,3031
"131","01","003",2015-10-01,58586,3199
"132","01","003",2016-01-01,58123,2878
"133","01","003",2016-04-01,60127,3049
"134","01","003",2016-07-01,59162,3186
"135","01","003",2016-10-01,60155,3176
"136","01","003",2017-01-01,59152,3078
"137","01","003",2017-04-01,61058,3158
"138","01","003",2017-07-01,60599,3137
"139","01","003",2017-10-01,61832,3269
"140","01","003",2018-01-01,60370,3149
"141","01","003",2018-04-01,62551,3263
"142","01","003",2018-07-01,62013,3240
"143","01","003",2018-10-01,63607,3410
"144","01","003",2019-01-01,62920,3262
"145","01","005",2001-04-01,9570,1974
"146","01","005",2001-07-01,9201,1983
"147","01","005",2001-10-01,9451,2091
"148","01","005",2002-01-01,9145,1977
"149","01","005",2002-04-01,9138,2001
"150","01","005",2002-07-01,8979,2010
"151","01","005",2002-10-01,8977,2107
"152","01","005",2003-01-01,8843,2011
"153","01","005",2003-04-01,8699,2022
"154","01","005",2003-07-01,8645,2061
"155","01","005",2003-10-01,8893,2126
"156","01","005",2004-01-01,8628,2028
"157","01","005",2004-04-01,8739,2160
"158","01","005",2004-07-01,8701,2224
"159","01","005",2004-10-01,8942,2333
"160","01","005",2005-01-01,9028,2144
"161","01","005",2005-04-01,9044,2234
"162","01","005",2005-07-01,9081,2370
"163","01","005",2005-10-01,9156,2348
"164","01","005",2006-01-01,8891,2331
"165","01","005",2006-04-01,9064,2337
"166","01","005",2006-07-01,8847,2367
"167","01","005",2006-10-01,9113,2464
"168","01","005",2007-01-01,8781,2431
"169","01","005",2007-04-01,8688,2484
"170","01","005",2007-07-01,8298,2522
"171","01","005",2007-10-01,8750,2607
"172","01","005",2008-01-01,8647,2513
"173","01","005",2008-04-01,8815,2589
"174","01","005",2008-07-01,8766,2627
"175","01","005",2008-10-01,8913,2679
"176","01","005",2009-01-01,8483,2488
"177","01","005",2009-04-01,8277,2513
"178","01","005",2009-07-01,7787,2509
"179","01","005",2009-10-01,7687,2702
"180","01","005",2010-01-01,7816,2478
"181","01","005",2010-04-01,7847,2688
"182","01","005",2010-07-01,7853,2705
"183","01","005",2010-10-01,8017,2822
"184","01","005",2011-01-01,7852,2577
"185","01","005",2011-04-01,7948,2646
"186","01","005",2011-07-01,7549,2783
"187","01","005",2011-10-01,7485,2752
"188","01","005",2012-01-01,7296,2770
"189","01","005",2012-04-01,7231,2714
"190","01","005",2012-07-01,7012,2661
"191","01","005",2012-10-01,7115,2838
"192","01","005",2013-01-01,7063,2745
"193","01","005",2013-04-01,7051,2804
"194","01","005",2013-07-01,7058,2799
"195","01","005",2013-10-01,7279,2858
"196","01","005",2014-01-01,6837,2754
"197","01","005",2014-04-01,6876,2841
"198","01","005",2014-07-01,6758,2859
"199","01","005",2014-10-01,6858,2972
"200","01","005",2015-01-01,6926,2842
"201","01","005",2015-04-01,6981,2881
"202","01","005",2015-07-01,6778,2917
"203","01","005",2015-10-01,6855,3169
"204","01","005",2016-01-01,6729,2868
"205","01","005",2016-04-01,6801,2960
"206","01","005",2016-07-01,6574,3103
"207","01","005",2016-10-01,6747,3140
"208","01","005",2017-01-01,6665,3058
"209","01","005",2017-04-01,6694,3076
"210","01","005",2017-07-01,6649,2988
"211","01","005",2017-10-01,6866,3200
"212","01","005",2018-01-01,6779,3147
"213","01","005",2018-04-01,6773,3184
"214","01","005",2018-07-01,6696,3163
"215","01","005",2018-10-01,6744,3451
"216","01","005",2019-01-01,6820,3252
"217","01","007",2001-04-01,3636,1940
"218","01","007",2001-07-01,3170,2067
"219","01","007",2001-10-01,3320,2232
"220","01","007",2002-01-01,3054,2007
"221","01","007",2002-04-01,3094,2017
"222","01","007",2002-07-01,2969,2040
"223","01","007",2002-10-01,3210,2168
"224","01","007",2003-01-01,3141,2030
"225","01","007",2003-04-01,3215,2066
"226","01","007",2003-07-01,3021,2103
"227","01","007",2003-10-01,3314,2204
"228","01","007",2004-01-01,3117,2131
"229","01","007",2004-04-01,3279,2237
"230","01","007",2004-07-01,3133,2285
"231","01","007",2004-10-01,3276,2400
"232","01","007",2005-01-01,3239,2216
"233","01","007",2005-04-01,3313,2283
"234","01","007",2005-07-01,3117,2333
"235","01","007",2005-10-01,3354,2531
"236","01","007",2006-01-01,3284,2344
"237","01","007",2006-04-01,3330,2384
"238","01","007",2006-07-01,3216,2314
"239","01","007",2006-10-01,3343,2502
"240","01","007",2007-01-01,3363,2428
"241","01","007",2007-04-01,3359,2471
"242","01","007",2007-07-01,3248,2509
"243","01","007",2007-10-01,3442,2683
"244","01","007",2008-01-01,3401,2475
"245","01","007",2008-04-01,3333,2505
"246","01","007",2008-07-01,3235,2511
"247","01","007",2008-10-01,3292,2652
"248","01","007",2009-01-01,3229,2372
"249","01","007",2009-04-01,3228,2519
"250","01","007",2009-07-01,3153,2480
"251","01","007",2009-10-01,3236,2683
"252","01","007",2010-01-01,3318,2479
"253","01","007",2010-04-01,3337,2769
"254","01","007",2010-07-01,3153,2724
"255","01","007",2010-10-01,3367,2873
"256","01","007",2011-01-01,3260,2530
"257","01","007",2011-04-01,3314,2731
"258","01","007",2011-07-01,3208,2780
"259","01","007",2011-10-01,3461,2900
"260","01","007",2012-01-01,3301,2704
"261","01","007",2012-04-01,3398,2794
"262","01","007",2012-07-01,3382,2764
"263","01","007",2012-10-01,3564,2960
"264","01","007",2013-01-01,3461,2738
"265","01","007",2013-04-01,3496,2897
"266","01","007",2013-07-01,3362,2887
"267","01","007",2013-10-01,3598,3061
"268","01","007",2014-01-01,3537,2839
"269","01","007",2014-04-01,3578,2890
"270","01","007",2014-07-01,3481,2948
"271","01","007",2014-10-01,3525,3132
"272","01","007",2015-01-01,3449,2829
"273","01","007",2015-04-01,3519,3056
"274","01","007",2015-07-01,3416,3009
"275","01","007",2015-10-01,3571,3311
"276","01","007",2016-01-01,3657,2985
"277","01","007",2016-04-01,3665,3167
"278","01","007",2016-07-01,3512,3237
"279","01","007",2016-10-01,3567,3256
"280","01","007",2017-01-01,3496,3086
"281","01","007",2017-04-01,3534,3164
"282","01","007",2017-07-01,3441,3118
"283","01","007",2017-10-01,3633,3325
"284","01","007",2018-01-01,3514,3158
"285","01","007",2018-04-01,3584,3242
"286","01","007",2018-07-01,3535,3228
"287","01","007",2018-10-01,3698,3432
"288","01","007",2019-01-01,3670,3286
"289","01","009",2001-04-01,8420,2031
"290","01","009",2001-07-01,8203,2037
"291","01","009",2001-10-01,8466,2103
"292","01","009",2002-01-01,7863,2072
"293","01","009",2002-04-01,7611,2100
"294","01","009",2002-07-01,7255,2087
"295","01","009",2002-10-01,7485,2144
"296","01","009",2003-01-01,7310,2083
"297","01","009",2003-04-01,7288,2123
"298","01","009",2003-07-01,7068,2150
"299","01","009",2003-10-01,7465,2261
"300","01","009",2004-01-01,7576,2128
"301","01","009",2004-04-01,7581,2193
"302","01","009",2004-07-01,7285,2256
"303","01","009",2004-10-01,7553,2402
"304","01","009",2005-01-01,7500,2152
"305","01","009",2005-04-01,7595,2300
"306","01","009",2005-07-01,7286,2350
"307","01","009",2005-10-01,7687,2448
"308","01","009",2006-01-01,7645,2327
"309","01","009",2006-04-01,7758,2364
"310","01","009",2006-07-01,7542,2385
"311","01","009",2006-10-01,7941,2532
"312","01","009",2007-01-01,8044,2448
"313","01","009",2007-04-01,7991,2518
"314","01","009",2007-07-01,7868,2521
"315","01","009",2007-10-01,8188,2663
"316","01","009",2008-01-01,8085,2496
"317","01","009",2008-04-01,8142,2526
"318","01","009",2008-07-01,7811,2571
"319","01","009",2008-10-01,8040,2657
"320","01","009",2009-01-01,7779,2475
"321","01","009",2009-04-01,7754,2580
"322","01","009",2009-07-01,7630,2576
"323","01","009",2009-10-01,7770,2707
"324","01","009",2010-01-01,7551,2401
"325","01","009",2010-04-01,7549,2558
"326","01","009",2010-07-01,7224,2626
"327","01","009",2010-10-01,7359,2779
"328","01","009",2011-01-01,7458,2510
"329","01","009",2011-04-01,7450,2646
"330","01","009",2011-07-01,7203,2682
"331","01","009",2011-10-01,7490,2778
"332","01","009",2012-01-01,7386,2654
"333","01","009",2012-04-01,7384,2697
"334","01","009",2012-07-01,7151,2650
"335","01","009",2012-10-01,7482,2820
"336","01","009",2013-01-01,7464,2665
"337","01","009",2013-04-01,7329,2785
"338","01","009",2013-07-01,6976,2808
"339","01","009",2013-10-01,7245,2952
"340","01","009",2014-01-01,7074,2821
"341","01","009",2014-04-01,7234,2874
"342","01","009",2014-07-01,7006,2892
"343","01","009",2014-10-01,7281,3055
"344","01","009",2015-01-01,7265,2772
"345","01","009",2015-04-01,7365,2886
"346","01","009",2015-07-01,7141,2953
"347","01","009",2015-10-01,7398,3122
"348","01","009",2016-01-01,7318,2839
"349","01","009",2016-04-01,7378,2927
"350","01","009",2016-07-01,7250,2993
"351","01","009",2016-10-01,7363,3096
"352","01","009",2017-01-01,7486,2985
"353","01","009",2017-04-01,7511,3041
"354","01","009",2017-07-01,7559,3018
"355","01","009",2017-10-01,7727,3206
"356","01","009",2018-01-01,7693,3108
"357","01","009",2018-04-01,7695,3141
"358","01","009",2018-07-01,7636,3121
"359","01","009",2018-10-01,7920,3321
"360","01","009",2019-01-01,7923,3158
"361","01","011",2001-04-01,2793,1841
"362","01","011",2001-07-01,2520,1981
"363","01","011",2001-10-01,2673,1922
"364","01","011",2002-01-01,2638,1818
"365","01","011",2002-04-01,2652,1893
"366","01","011",2002-07-01,2379,1976
"367","01","011",2002-10-01,2444,1962
"368","01","011",2003-01-01,2548,1868
"369","01","011",2003-04-01,2631,1884
"370","01","011",2003-07-01,2379,1948
"371","01","011",2003-10-01,2454,2003
"372","01","011",2004-01-01,2636,1841
"373","01","011",2004-04-01,2732,2022
"374","01","011",2004-07-01,2584,2138
"375","01","011",2004-10-01,2633,2117
"376","01","011",2005-01-01,2510,1924
"377","01","011",2005-04-01,2565,2084
"378","01","011",2005-07-01,2398,2277
"379","01","011",2005-10-01,2510,2191
"380","01","011",2006-01-01,2484,2117
"381","01","011",2006-04-01,2531,2153
"382","01","011",2006-07-01,2446,2095
"383","01","011",2006-10-01,2492,2376
"384","01","011",2007-01-01,2510,2210
"385","01","011",2007-04-01,2520,2236
"386","01","011",2007-07-01,2423,2353
"387","01","011",2007-10-01,2535,2423
"388","01","011",2008-01-01,2744,2303
"389","01","011",2008-04-01,2694,2415
"390","01","011",2008-07-01,2548,2507
"391","01","011",2008-10-01,2649,2596
"392","01","011",2009-01-01,2670,2236
"393","01","011",2009-04-01,2815,2362
"394","01","011",2009-07-01,2746,2431
"395","01","011",2009-10-01,2774,2667
"396","01","011",2010-01-01,2706,2257
"397","01","011",2010-04-01,2785,2471
"398","01","011",2010-07-01,2542,2533
"399","01","011",2010-10-01,2607,2727
"400","01","011",2011-01-01,2546,2358
"401","01","011",2011-04-01,2715,2593
"402","01","011",2011-07-01,2495,2649
"403","01","011",2011-10-01,2590,2626
"404","01","011",2012-01-01,2582,2537
"405","01","011",2012-04-01,2607,2599
"406","01","011",2012-07-01,2454,2508
"407","01","011",2012-10-01,2575,2759
"408","01","011",2013-01-01,2687,2515
"409","01","011",2013-04-01,2719,2678
"410","01","011",2013-07-01,2599,2643
"411","01","011",2013-10-01,2668,2894
"412","01","011",2014-01-01,2644,2624
"413","01","011",2014-04-01,2589,2780
"414","01","011",2014-07-01,2415,2793
"415","01","011",2014-10-01,2492,3068
"416","01","011",2015-01-01,2442,2593
"417","01","011",2015-04-01,2522,2790
"418","01","011",2015-07-01,2372,2724
"419","01","011",2015-10-01,2407,3186
"420","01","011",2016-01-01,2403,2728
"421","01","011",2016-04-01,2521,2803
"422","01","011",2016-07-01,2393,2914
"423","01","011",2016-10-01,2527,3036
"424","01","011",2017-01-01,2503,2790
"425","01","011",2017-04-01,2599,2825
"426","01","011",2017-07-01,2503,2817
"427","01","011",2017-10-01,2567,3116
"428","01","011",2018-01-01,2528,2818
"429","01","011",2018-04-01,2583,3015
"430","01","011",2018-07-01,2481,2944
"431","01","011",2018-10-01,2544,3283
"432","01","011",2019-01-01,2572,2987
"433","01","013",2001-04-01,5199,1988
"434","01","013",2001-07-01,4971,2060
"435","01","013",2001-10-01,5206,2063
"436","01","013",2002-01-01,5203,2026
"437","01","013",2002-04-01,5283,2028
"438","01","013",2002-07-01,5184,2068
"439","01","013",2002-10-01,5405,2144
"440","01","013",2003-01-01,5329,2084
"441","01","013",2003-04-01,5347,2051
"442","01","013",2003-07-01,5195,2131
"443","01","013",2003-10-01,5350,2176
"444","01","013",2004-01-01,5223,2125
"445","01","013",2004-04-01,5250,2140
"446","01","013",2004-07-01,5096,2247
"447","01","013",2004-10-01,5229,2371
"448","01","013",2005-01-01,5300,2176
"449","01","013",2005-04-01,5445,2218
"450","01","013",2005-07-01,5551,2360
"451","01","013",2005-10-01,5894,2394
"452","01","013",2006-01-01,5878,2278
"453","01","013",2006-04-01,5874,2402
"454","01","013",2006-07-01,5765,2358
"455","01","013",2006-10-01,5937,2490
"456","01","013",2007-01-01,5741,2421
"457","01","013",2007-04-01,5792,2502
"458","01","013",2007-07-01,5726,2439
"459","01","013",2007-10-01,5927,2554
"460","01","013",2008-01-01,5946,2389
"461","01","013",2008-04-01,5960,2496
"462","01","013",2008-07-01,5949,2497
"463","01","013",2008-10-01,5904,2592
"464","01","013",2009-01-01,5655,2365
"465","01","013",2009-04-01,5577,2512
"466","01","013",2009-07-01,5173,2482
"467","01","013",2009-10-01,5286,2676
"468","01","013",2010-01-01,5441,2475
"469","01","013",2010-04-01,5663,2620
"470","01","013",2010-07-01,5495,2613
"471","01","013",2010-10-01,5647,2752
"472","01","013",2011-01-01,5651,2499
"473","01","013",2011-04-01,5735,2604
"474","01","013",2011-07-01,5494,2740
"475","01","013",2011-10-01,5613,2722
"476","01","013",2012-01-01,5465,2662
"477","01","013",2012-04-01,5579,2683
"478","01","013",2012-07-01,5477,2773
"479","01","013",2012-10-01,5792,2830
"480","01","013",2013-01-01,5737,2740
"481","01","013",2013-04-01,5728,2757
"482","01","013",2013-07-01,5612,2821
"483","01","013",2013-10-01,5838,2870
"484","01","013",2014-01-01,5832,2735
"485","01","013",2014-04-01,5896,2779
"486","01","013",2014-07-01,5743,2877
"487","01","013",2014-10-01,5883,3044
"488","01","013",2015-01-01,5887,2783
"489","01","013",2015-04-01,5972,2829
"490","01","013",2015-07-01,5785,2938
"491","01","013",2015-10-01,5999,3197
"492","01","013",2016-01-01,5928,2860
"493","01","013",2016-04-01,5911,2993
"494","01","013",2016-07-01,5838,3087
"495","01","013",2016-10-01,5930,3172
"496","01","013",2017-01-01,5778,2924
"497","01","013",2017-04-01,5786,3040
"498","01","013",2017-07-01,5701,2956
"499","01","013",2017-10-01,5887,3190
"500","01","013",2018-01-01,5759,3011
"501","01","013",2018-04-01,5890,3098
"502","01","013",2018-07-01,5807,3067
"503","01","013",2018-10-01,6000,3332
"504","01","013",2019-01-01,5934,3092
"505","01","015",2001-04-01,37189,2187
"506","01","015",2001-07-01,35995,2187
"507","01","015",2001-10-01,36830,2265
"508","01","015",2002-01-01,36180,2206
"509","01","015",2002-04-01,36085,2243
"510","01","015",2002-07-01,35821,2278
"511","01","015",2002-10-01,36981,2373
"512","01","015",2003-01-01,37347,2322
"513","01","015",2003-04-01,37415,2319
"514","01","015",2003-07-01,36516,2353
"515","01","015",2003-10-01,38056,2507
"516","01","015",2004-01-01,37613,2387
"517","01","015",2004-04-01,37531,2456
"518","01","015",2004-07-01,37623,2467
"519","01","015",2004-10-01,38530,2635
"520","01","015",2005-01-01,38305,2422
"521","01","015",2005-04-01,38127,2511
"522","01","015",2005-07-01,37254,2585
"523","01","015",2005-10-01,38735,2672
"524","01","015",2006-01-01,38865,2655
"525","01","015",2006-04-01,38312,2692
"526","01","015",2006-07-01,38050,2668
"527","01","015",2006-10-01,39386,2759
"528","01","015",2007-01-01,37715,2770
"529","01","015",2007-04-01,37363,2793
"530","01","015",2007-07-01,37013,2778
"531","01","015",2007-10-01,37967,2949
"532","01","015",2008-01-01,37819,2858
"533","01","015",2008-04-01,38673,2903
"534","01","015",2008-07-01,37946,2922
"535","01","015",2008-10-01,38727,2994
"536","01","015",2009-01-01,37916,2818
"537","01","015",2009-04-01,37192,2844
"538","01","015",2009-07-01,36586,2875
"539","01","015",2009-10-01,37784,3033
"540","01","015",2010-01-01,36715,2817
"541","01","015",2010-04-01,36443,2911
"542","01","015",2010-07-01,35887,2981
"543","01","015",2010-10-01,37150,3071
"544","01","015",2011-01-01,36529,2851
"545","01","015",2011-04-01,36818,2904
"546","01","015",2011-07-01,35781,3034
"547","01","015",2011-10-01,36777,3033
"548","01","015",2012-01-01,35988,3071
"549","01","015",2012-04-01,36278,3001
"550","01","015",2012-07-01,35354,2955
"551","01","015",2012-10-01,36040,3078
"552","01","015",2013-01-01,35190,2980
"553","01","015",2013-04-01,35131,3025
"554","01","015",2013-07-01,34406,2993
"555","01","015",2013-10-01,35671,3108
"556","01","015",2014-01-01,35096,2966
"557","01","015",2014-04-01,35057,3075
"558","01","015",2014-07-01,34579,3074
"559","01","015",2014-10-01,35663,3200
"560","01","015",2015-01-01,35281,2976
"561","01","015",2015-04-01,35070,3084
"562","01","015",2015-07-01,34192,3045
"563","01","015",2015-10-01,35203,3287
"564","01","015",2016-01-01,34905,3027
"565","01","015",2016-04-01,35348,3209
"566","01","015",2016-07-01,34707,3255
"567","01","015",2016-10-01,35882,3250
"568","01","015",2017-01-01,35452,3273
"569","01","015",2017-04-01,35608,3267
"570","01","015",2017-07-01,35219,3264
"571","01","015",2017-10-01,36472,3384
"572","01","015",2018-01-01,35951,3373
"573","01","015",2018-04-01,35786,3372
"574","01","015",2018-07-01,35008,3372
"575","01","015",2018-10-01,36315,3511
"576","01","015",2019-01-01,35376,3431
"577","01","017",2001-04-01,7440,2132
"578","01","017",2001-07-01,7158,2099
"579","01","017",2001-10-01,7207,2217
"580","01","017",2002-01-01,7192,2073
"581","01","017",2002-04-01,7553,2143
"582","01","017",2002-07-01,7489,2094
"583","01","017",2002-10-01,7955,2200
"584","01","017",2003-01-01,7664,2171
"585","01","017",2003-04-01,7657,2243
"586","01","017",2003-07-01,7373,2207
"587","01","017",2003-10-01,7432,2386
"588","01","017",2004-01-01,7518,2223
"589","01","017",2004-04-01,7596,2249
"590","01","017",2004-07-01,6987,2285
"591","01","017",2004-10-01,7227,2477
"592","01","017",2005-01-01,7247,2381
"593","01","017",2005-04-01,7314,2386
"594","01","017",2005-07-01,8996,2436
"595","01","017",2005-10-01,10658,2594
"596","01","017",2006-01-01,10013,2624
"597","01","017",2006-04-01,9960,2636
"598","01","017",2006-07-01,9675,2536
"599","01","017",2006-10-01,9539,2691
"600","01","017",2007-01-01,9410,2623
"601","01","017",2007-04-01,9254,2719
"602","01","017",2007-07-01,8819,2600
"603","01","017",2007-10-01,8630,2620
"604","01","017",2008-01-01,7343,2549
"605","01","017",2008-04-01,7119,2583
"606","01","017",2008-07-01,6712,2731
"607","01","017",2008-10-01,6738,2717
"608","01","017",2009-01-01,6291,2524
"609","01","017",2009-04-01,6313,2550
"610","01","017",2009-07-01,6173,2625
"611","01","017",2009-10-01,6473,2799
"612","01","017",2010-01-01,6489,2495
"613","01","017",2010-04-01,6528,2623
"614","01","017",2010-07-01,6518,2718
"615","01","017",2010-10-01,6817,2807
"616","01","017",2011-01-01,6869,2540
"617","01","017",2011-04-01,7055,2635
"618","01","017",2011-07-01,6799,2811
"619","01","017",2011-10-01,7073,2750
"620","01","017",2012-01-01,7025,2626
"621","01","017",2012-04-01,7028,2737
"622","01","017",2012-07-01,6786,2761
"623","01","017",2012-10-01,7060,2879
"624","01","017",2013-01-01,6991,2731
"625","01","017",2013-04-01,6945,2805
"626","01","017",2013-07-01,6837,2759
"627","01","017",2013-10-01,7130,2923
"628","01","017",2014-01-01,7090,2777
"629","01","017",2014-04-01,7029,2832
"630","01","017",2014-07-01,6774,2935
"631","01","017",2014-10-01,7006,3099
"632","01","017",2015-01-01,6746,2915
"633","01","017",2015-04-01,6808,2994
"634","01","017",2015-07-01,6700,3065
"635","01","017",2015-10-01,6929,3376
"636","01","017",2016-01-01,7012,3059
"637","01","017",2016-04-01,7061,3123
"638","01","017",2016-07-01,6946,3337
"639","01","017",2016-10-01,7187,3340
"640","01","017",2017-01-01,7241,3149
"641","01","017",2017-04-01,7366,3271
"642","01","017",2017-07-01,7271,3248
"643","01","017",2017-10-01,7555,3434
"644","01","017",2018-01-01,7513,3233
"645","01","017",2018-04-01,7463,3345
"646","01","017",2018-07-01,7246,3342
"647","01","017",2018-10-01,7404,3604
"648","01","017",2019-01-01,7347,3447
"649","01","019",2001-04-01,4184,2027
"650","01","019",2001-07-01,4049,1880
"651","01","019",2001-10-01,4178,2047
"652","01","019",2002-01-01,4111,1936
"653","01","019",2002-04-01,4246,2012
"654","01","019",2002-07-01,4116,2003
"655","01","019",2002-10-01,4305,2067
"656","01","019",2003-01-01,4269,1949
"657","01","019",2003-04-01,4155,2024
"658","01","019",2003-07-01,4059,2035
"659","01","019",2003-10-01,4254,2226
"660","01","019",2004-01-01,4186,2026
"661","01","019",2004-04-01,4278,2149
"662","01","019",2004-07-01,4088,2199
"663","01","019",2004-10-01,4263,2328
"664","01","019",2005-01-01,4235,2153
"665","01","019",2005-04-01,4371,2213
"666","01","019",2005-07-01,4246,2331
"667","01","019",2005-10-01,4286,2367
"668","01","019",2006-01-01,4374,2243
"669","01","019",2006-04-01,4361,2311
"670","01","019",2006-07-01,4215,2232
"671","01","019",2006-10-01,4356,2440
"672","01","019",2007-01-01,4370,2296
"673","01","019",2007-04-01,4425,2435
"674","01","019",2007-07-01,4259,2407
"675","01","019",2007-10-01,4489,2538
"676","01","019",2008-01-01,4472,2390
"677","01","019",2008-04-01,4508,2483
"678","01","019",2008-07-01,4403,2412
"679","01","019",2008-10-01,4491,2570
"680","01","019",2009-01-01,4328,2195
"681","01","019",2009-04-01,4283,2385
"682","01","019",2009-07-01,4049,2311
"683","01","019",2009-10-01,4117,2624
"684","01","019",2010-01-01,4126,2347
"685","01","019",2010-04-01,4160,2538
"686","01","019",2010-07-01,4089,2591
"687","01","019",2010-10-01,4137,2712
"688","01","019",2011-01-01,4067,2461
"689","01","019",2011-04-01,4281,2564
"690","01","019",2011-07-01,4063,2630
"691","01","019",2011-10-01,4186,2656
"692","01","019",2012-01-01,4115,2628
"693","01","019",2012-04-01,4193,2574
"694","01","019",2012-07-01,4011,2683
"695","01","019",2012-10-01,4220,2798
"696","01","019",2013-01-01,4149,2709
"697","01","019",2013-04-01,4267,2737
"698","01","019",2013-07-01,4179,2729
"699","01","019",2013-10-01,4329,2834
